taxon	lfc_(Intercept)	lfc_FusariumYes	se_(Intercept)	se_FusariumYes	W_(Intercept)	W_FusariumYes	p_(Intercept)	p_FusariumYes	q_(Intercept)	q_FusariumYes	diff_(Intercept)	diff_FusariumYes	passed_ss_(Intercept)	passed_ss_FusariumYes	diff_robust_(Intercept)	diff_robust_FusariumYes
K02800	0.6880870793220285	-1.1011356463730309	0.5769307789671501	0.835300332390764	1.192668348452263	-1.3182511770603556	0.27802145066661205	0.23550674853101503	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02804	0.0382917301153318	-0.06146308764231494	0.13956098195637429	0.32702783982427913	0.27437274787376825	-0.18794451162121462	0.7930001696533946	0.8571152798565094	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02805	0.9465726060062564	-1.5147124890677968	0.14629232249257504	0.7555079352073707	6.470418883768142	-2.004892891895359	6.46795814092597e-4	0.09180180960544432	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02806	-0.001765615959098078	0.002628666076772184	0.08384402754747598	0.22667991632206583	-0.02105833904625243	0.011596378362154445	0.9838819568264185	0.9911236040214162	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02810	0.6841616514089515	-1.0948549617121073	0.5974605172834464	0.8495914501997063	1.1451160898794128	-1.2886840627395073	0.2957746824614408	0.24496372986394072	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02812	0.7245624411187533	-1.159496225247791	0.5888366135069515	0.8466427698687775	1.2304982816938905	-1.369522384780423	0.2645595125749785	0.21987999926273355	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02813	0.7245624411187533	-1.159496225247791	0.5888366135069515	0.8466427698687775	1.2304982816938905	-1.369522384780423	0.2645595125749785	0.21987999926273355	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02814	0.7245624411187533	-1.159496225247791	0.5888366135069515	0.8466427698687775	1.2304982816938905	-1.369522384780423	0.2645595125749785	0.21987999926273355	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02815	0.7245624411187533	-1.159496225247791	0.5888366135069515	0.8466427698687775	1.2304982816938905	-1.369522384780423	0.2645595125749785	0.21987999926273355	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02819	0.0597308993609147	-0.09576575843525074	0.13939753044192568	0.34114027149787196	0.428493239238547	-0.28072252512072043	0.6832479970188108	0.788351889824109	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02821	0.7131781830591143	-1.1412814123523674	0.385108268586794	0.6760093215277423	1.8518900819144095	-1.6882628330821488	0.11349241390805169	0.14232670363655206	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02822	0.7026208885700508	-1.1243897411698673	0.6076112159159084	0.8621771672064795	1.1563658967534454	-1.3041284134361582	0.2914897914743928	0.2399825549617161	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02824	0.015057866523662816	-0.024288905895645807	0.07654907858579532	0.3276785662927231	0.19670865805113688	-0.07412418264168047	0.8505494193778602	0.9433210352234561	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02825	0.01448250926862893	-0.023368334287593023	0.24085145329243837	0.521037775939415	0.06013046245166092	-0.04484959702866196	0.9540045362311522	0.9656826002613978	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02834	-0.04244392085984931	0.06771395391797433	0.081905204620751	0.1705427801475089	-0.5182078606161736	0.3970496661272085	0.6228602056696565	0.7050692612367957	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02835	-0.04244392085984931	0.06771395391797433	0.081905204620751	0.1705427801475089	-0.5182078606161736	0.3970496661272085	0.6228602056696565	0.7050692612367957	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02836	-0.04244392085984931	0.06771395391797433	0.081905204620751	0.1705427801475089	-0.5182078606161736	0.3970496661272085	0.6228602056696565	0.7050692612367957	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02837	-0.04432088873729913	0.07071710252189156	0.08432866988400636	0.172363830570418	-0.5255731982760107	0.41027808611506	0.6180336619687897	0.6958498889504274	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02838	-0.04244392085984931	0.06771395391797433	0.081905204620751	0.1705427801475089	-0.5182078606161736	0.3970496661272085	0.6228602056696565	0.7050692612367957	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02839	0.1292716790833445	-0.20703100599113752	0.12547617956487855	0.4305389547091858	1.0302487653961718	-0.4808647480713559	0.3426216822534373	0.6476447017657552	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02841	-0.04388372563425267	0.07001764155701846	0.07070088994827364	0.24840654566574596	-0.6206955197644469	0.28186713586538775	0.5576259636772406	0.7875149993689157	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02843	-0.029926561163265773	0.04768617840343817	0.07619506100782446	0.2503080211635687	-0.3927624804997875	0.19050998917959844	0.7080690731606253	0.8551919692833161	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02844	0.018655679660481775	-0.030045406914554575	0.0716472890734537	0.32731413072620547	0.2603822126662146	-0.09179379713272207	0.8032744645638324	0.9298499159873199	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02846	0.6883038923176246	-1.1014825471659837	0.5765188137259691	0.8348848951377087	1.1938966707247634	-1.3193226438529608	0.27757522943284396	0.2351702387235836	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02847	0.20292938323612572	-0.3248833326355875	0.7653668126690892	0.8942867232057824	0.2651400346566417	-0.36328766178140975	0.799775480735107	0.7288461388155023	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02848	0.08429928893780762	-0.13507518175827776	0.20381042766534668	0.6026427009785456	0.4136161721628181	-0.22413808636352592	0.6935323443216328	0.8300872561724089	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02849	0.6628756528561068	-1.060797364027557	0.561295503256691	0.8213368874478769	1.1809744582132549	-1.2915496433184082	0.28230053118944015	0.24403263503697228	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02851	0.6208793234165191	-0.9936032369242142	0.5807255982973755	0.8238483662660513	1.0691440591509485	-1.2060511103852123	0.3261187981219031	0.27319295714074043	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02852	0.6883038923176246	-1.1014825471659837	0.5765188137259691	0.8348848951377087	1.1938966707247634	-1.3193226438529608	0.27757522943284396	0.2351702387235836	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02853	0.6883038923176246	-1.1014825471659837	0.5765188137259691	0.8348848951377087	1.1938966707247634	-1.3193226438529608	0.27757522943284396	0.2351702387235836	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02854	0.723125443441536	-1.157197028964243	0.5928975240966307	0.8536704201899231	1.21964658992855	-1.3555547921020759	0.268362080793636	0.22404174957115391	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02855	0.7159199086584256	-1.1456681733112672	0.6092902571570982	0.8685249635778433	1.1750063294936854	-1.3190964236557428	0.2845060928074417	0.23524125066967985	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02856	0.20483204712493178	-0.3279275948576772	0.6210830010219278	0.8083299760461999	0.32979818605226974	-0.4056853074553486	0.7527622978123052	0.6990444205698507	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02858	0.2852969853133113	-0.45667149595908363	0.21489194933395964	0.47950396665905803	1.3276299377318064	-0.9523831453177342	0.23257577212112088	0.37767641155908094	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02860	-0.04244392085984931	0.06771395391797433	0.081905204620751	0.1705427801475089	-0.5182078606161736	0.3970496661272085	0.6228602056696565	0.7050692612367957	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02863	-0.04244392085984931	0.06771395391797433	0.081905204620751	0.1705427801475089	-0.5182078606161736	0.3970496661272085	0.6228602056696565	0.7050692612367957	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02864	-0.04355716522994842	0.06949514491012974	0.08155256283658434	0.1703564387510886	-0.5340992816771266	0.4079396436061367	0.6124724538202047	0.6974755560114458	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02867	-0.04244392085984931	0.06771395391797433	0.081905204620751	0.1705427801475089	-0.5182078606161736	0.3970496661272085	0.6228602056696565	0.7050692612367957	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02871	-0.04244392085984931	0.06771395391797433	0.081905204620751	0.1705427801475089	-0.5182078606161736	0.3970496661272085	0.6228602056696565	0.7050692612367957	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02874	-0.04244392085984931	0.06771395391797433	0.081905204620751	0.1705427801475089	-0.5182078606161736	0.3970496661272085	0.6228602056696565	0.7050692612367957	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02876	-0.04244392085984931	0.06771395391797433	0.081905204620751	0.1705427801475089	-0.5182078606161736	0.3970496661272085	0.6228602056696565	0.7050692612367957	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02878	-0.04244392085984931	0.06771395391797433	0.081905204620751	0.1705427801475089	-0.5182078606161736	0.3970496661272085	0.6228602056696565	0.7050692612367957	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02879	-0.04244392085984931	0.06771395391797433	0.081905204620751	0.1705427801475089	-0.5182078606161736	0.3970496661272085	0.6228602056696565	0.7050692612367957	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02881	-0.04254555864882671	0.06787657438033676	0.08203978980360231	0.1706416517847828	-0.518596631593985	0.39777260516643537	0.6226049251112168	0.704563979396156	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02884	-0.04244392085984931	0.06771395391797433	0.081905204620751	0.1705427801475089	-0.5182078606161736	0.3970496661272085	0.6228602056696565	0.7050692612367957	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02886	-0.04244392085984931	0.06771395391797433	0.081905204620751	0.1705427801475089	-0.5182078606161736	0.3970496661272085	0.6228602056696565	0.7050692612367957	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02887	-0.04244392085984931	0.06771395391797433	0.081905204620751	0.1705427801475089	-0.5182078606161736	0.3970496661272085	0.6228602056696565	0.7050692612367957	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02888	-0.04316025394381418	0.06886008685231848	0.08114739300222958	0.1701688913094336	-0.5318748064109506	0.4046573161665836	0.6139206844906083	0.6997603741180514	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02890	-0.04244392085984931	0.06771395391797433	0.081905204620751	0.1705427801475089	-0.5182078606161736	0.3970496661272085	0.6228602056696565	0.7050692612367957	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02892	-0.04244392085984931	0.06771395391797433	0.081905204620751	0.1705427801475089	-0.5182078606161736	0.3970496661272085	0.6228602056696565	0.7050692612367957	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02895	-0.04244392085984931	0.06771395391797433	0.081905204620751	0.1705427801475089	-0.5182078606161736	0.3970496661272085	0.6228602056696565	0.7050692612367957	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02897	-0.042563138793479324	0.06790470261178254	0.081778827788791	0.17048024761406474	-0.5204664819041737	0.3983141951172316	0.6213779196098412	0.7041855555692667	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02899	-0.04244392085984931	0.06771395391797433	0.081905204620751	0.1705427801475089	-0.5182078606161736	0.3970496661272085	0.6228602056696565	0.7050692612367957	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02902	-0.04244392085984931	0.06771395391797433	0.081905204620751	0.1705427801475089	-0.5182078606161736	0.3970496661272085	0.6228602056696565	0.7050692612367957	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02904	-0.04244392085984931	0.06771395391797433	0.081905204620751	0.1705427801475089	-0.5182078606161736	0.3970496661272085	0.6228602056696565	0.7050692612367957	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02906	-0.04244392085984931	0.06771395391797433	0.081905204620751	0.1705427801475089	-0.5182078606161736	0.3970496661272085	0.6228602056696565	0.7050692612367957	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02907	-0.04071967393529739	0.0649551588386913	0.08363287474457545	0.1740666964731262	-0.48688597707133735	0.37316247251650225	0.6436136081740385	0.7218560111607379	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02909	-0.041818292137387636	0.06671294796203545	0.09512140799832501	0.19710160776116945	-0.43963071003032267	0.3384698314732794	0.6755970881272909	0.7465392708972495	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02911	-0.04201619870925291	0.06702959847701906	0.081905204620751	0.17041553710280896	-0.5129856997952966	0.3933303243153303	0.626294815131029	0.7076714123534648	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02913	-0.052450457919966303	0.083724413214159	0.08881171491805079	0.20049637998136235	-0.5905803977365363	0.41758566025951094	0.5763546523971464	0.6907811564434021	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02914	0.05081088682241296	-0.08149373837364429	0.3031493042127281	0.5389162623373573	0.16761010537156823	-0.15121781261562645	0.8723966810844668	0.8847600112659508	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02916	-0.04244392085984931	0.06771395391797433	0.081905204620751	0.1705427801475089	-0.5182078606161736	0.3970496661272085	0.6228602056696565	0.7050692612367957	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02919	0.28874525194245393	-0.46218872256571203	0.09759695438144182	0.3530260153186534	2.958547772033337	-1.3092200079037366	0.0253305813950388	0.23836025147470452	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02926	-0.04244392085984931	0.06771395391797433	0.081905204620751	0.1705427801475089	-0.5182078606161736	0.3970496661272085	0.6228602056696565	0.7050692612367957	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02931	-0.04244392085984931	0.06771395391797433	0.081905204620751	0.1705427801475089	-0.5182078606161736	0.3970496661272085	0.6228602056696565	0.7050692612367957	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02933	-0.04355716522994842	0.06949514491012974	0.08155256283658434	0.1703564387510886	-0.5340992816771266	0.4079396436061367	0.6124724538202047	0.6974755560114458	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02935	-0.04244392085984931	0.06771395391797433	0.081905204620751	0.1705427801475089	-0.5182078606161736	0.3970496661272085	0.6228602056696565	0.7050692612367957	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02939	-0.04244392085984931	0.06771395391797433	0.081905204620751	0.1705427801475089	-0.5182078606161736	0.3970496661272085	0.6228602056696565	0.7050692612367957	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02945	-0.04244392085984931	0.06771395391797433	0.081905204620751	0.1705427801475089	-0.5182078606161736	0.3970496661272085	0.6228602056696565	0.7050692612367957	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02946	-0.04244392085984931	0.06771395391797433	0.081905204620751	0.1705427801475089	-0.5182078606161736	0.3970496661272085	0.6228602056696565	0.7050692612367957	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02948	-0.21182645126766822	0.33872600257048413	0.17491190381311505	0.23115773398045308	-1.211046513415088	1.465345747848208	0.2714092657191311	0.1931768628103773	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02950	-0.04244392085984931	0.06771395391797433	0.081905204620751	0.1705427801475089	-0.5182078606161736	0.3970496661272085	0.6228602056696565	0.7050692612367957	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02952	-0.04244392085984931	0.06771395391797433	0.081905204620751	0.1705427801475089	-0.5182078606161736	0.3970496661272085	0.6228602056696565	0.7050692612367957	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02954	-0.04244392085984931	0.06771395391797433	0.081905204620751	0.1705427801475089	-0.5182078606161736	0.3970496661272085	0.6228602056696565	0.7050692612367957	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02956	-0.04244392085984931	0.06771395391797433	0.081905204620751	0.1705427801475089	-0.5182078606161736	0.3970496661272085	0.6228602056696565	0.7050692612367957	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02959	-0.04355716522994842	0.06949514491012974	0.08155256283658434	0.1703564387510886	-0.5340992816771266	0.4079396436061367	0.6124724538202047	0.6974755560114458	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02961	-0.04244392085984931	0.06771395391797433	0.081905204620751	0.1705427801475089	-0.5182078606161736	0.3970496661272085	0.6228602056696565	0.7050692612367957	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02963	-0.04244392085984931	0.06771395391797433	0.081905204620751	0.1705427801475089	-0.5182078606161736	0.3970496661272085	0.6228602056696565	0.7050692612367957	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02965	-0.04133431503080088	0.06593858459149418	0.08226327344252987	0.170732537401002	-0.5024637763737609	0.386209832028814	0.6332462852521272	0.7126651609879361	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02967	-0.042408088840112185	0.06765662268639352	0.081905204620751	0.1705525715349884	-0.5177703790189657	0.39669072167882236	0.6231475399985305	0.7053201985947287	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02968	-0.21289090859238927	0.3404291342900388	0.17605313525903551	0.23397413003612746	-1.2092423590136725	1.4549862167987282	0.27205230353161797	0.19591270325993185	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02970	-0.04873233172342766	0.07777541129969967	0.081905204620751	0.17150476379373236	-0.5949845549995871	0.4534883438762065	0.573592315405059	0.6661365959188401	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02972	0.7245624411187533	-1.159496225247791	0.5888366135069515	0.8466427698687775	1.2304982816938905	-1.369522384780423	0.2645595125749785	0.21987999926273355	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02982	-0.04244392085984931	0.06771395391797433	0.081905204620751	0.1705427801475089	-0.5182078606161736	0.3970496661272085	0.6228602056696565	0.7050692612367957	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02986	-0.04244392085984931	0.06771395391797433	0.081905204620751	0.1705427801475089	-0.5182078606161736	0.3970496661272085	0.6228602056696565	0.7050692612367957	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02988	-0.04244392085984931	0.06771395391797433	0.081905204620751	0.1705427801475089	-0.5182078606161736	0.3970496661272085	0.6228602056696565	0.7050692612367957	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02990	-0.04244392085984931	0.06771395391797433	0.081905204620751	0.1705427801475089	-0.5182078606161736	0.3970496661272085	0.6228602056696565	0.7050692612367957	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02992	-0.04244392085984931	0.06771395391797433	0.081905204620751	0.1705427801475089	-0.5182078606161736	0.3970496661272085	0.6228602056696565	0.7050692612367957	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02994	-0.04244392085984931	0.06771395391797433	0.081905204620751	0.1705427801475089	-0.5182078606161736	0.3970496661272085	0.6228602056696565	0.7050692612367957	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K02996	-0.04244392085984931	0.06771395391797433	0.081905204620751	0.1705427801475089	-0.5182078606161736	0.3970496661272085	0.6228602056696565	0.7050692612367957	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K03040	-0.04244392085984931	0.06771395391797433	0.081905204620751	0.1705427801475089	-0.5182078606161736	0.3970496661272085	0.6228602056696565	0.7050692612367957	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K03043	-0.04244392085984931	0.06771395391797433	0.081905204620751	0.1705427801475089	-0.5182078606161736	0.3970496661272085	0.6228602056696565	0.7050692612367957	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K03046	-0.04244392085984931	0.06771395391797433	0.081905204620751	0.1705427801475089	-0.5182078606161736	0.3970496661272085	0.6228602056696565	0.7050692612367957	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K03060	0.0075196401783478965	-0.012227743743140174	0.12924555601805526	0.24251803640691744	0.058181034691029705	-0.05041993545842266	0.9554937136378213	0.9614243435274576	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K03070	-0.03888760686532771	0.06202385152673978	0.08473435160943663	0.17462812601035213	-0.4589355571465411	0.35517675728286147	0.6624360454529029	0.7346091264081579	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K03071	0.006623125307544399	-0.010793319949854203	0.1255574638466235	0.23964074119879766	0.052749753814994	-0.04503958674080564	0.959643713829883	0.9655373409205266	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K03072	0.007644962178207887	-0.012428258942917018	0.12521923065110818	0.2391212794888276	0.061052620579570935	-0.05197470910780109	0.9533001656292373	0.9602360359390312	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K03073	0.044871378279149575	-0.07199052470442409	0.0487763757219021	0.22781401730758824	0.9199408036173737	-0.31600568549398983	0.3930865405548153	0.7627020990863291	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K03074	0.006492235218868037	-0.010583895807974695	0.12529269653573774	0.23941672301210523	0.051816549554556286	-0.04420700306485925	0.9603569116242237	0.9661739152926512	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K03075	0.13054972400628506	-0.20907587786784146	0.05524476962070356	0.33247500401383645	2.3631146423925022	-0.6288469068163105	0.05604514149873586	0.552621560542528	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K03076	-0.04650289889359988	0.07420831877197309	0.0820316100939569	0.17110505384755623	-0.5668899932640192	0.4337003326511209	0.5913488829120737	0.67966576668434	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K03077	0.7233126811067552	-1.1574966092285937	0.5933165932059253	0.8540496615017411	1.219100711811226	-1.3553036332726582	0.2685546111714238	0.22411723141139575	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K03078	0.723125443441536	-1.157197028964243	0.5928975240966307	0.8536704201899231	1.21964658992855	-1.3555547921020759	0.268362080793636	0.22404174957115391	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K03079	0.723125443441536	-1.157197028964243	0.5928975240966307	0.8536704201899231	1.21964658992855	-1.3555547921020759	0.268362080793636	0.22404174957115391	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K03086	-0.051061295889923995	0.08150175396609091	0.08874198910361072	0.17639625364716668	-0.575390482067146	0.4620378963893036	0.5859426138798911	0.660333127360045	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K03087	-0.029474834737236794	0.046963416121794645	0.07945574110441894	0.26571777665424023	-0.3709591569789983	0.176741717144897	0.7234131640259729	0.8655263162312622	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K03088	-0.08303685400703104	0.132662646953465	0.14814072046264692	0.31129363635523966	-0.5605268676141509	0.42616562454259127	0.5954147428479495	0.6848522189205379	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K03089	0.05124050751310166	-0.08218113147874849	0.14980135251130744	0.2534067502662782	0.342056374352387	-0.32430521835899434	0.7439715394907316	0.7567148087090808	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K03092	-0.03167306964104964	0.050480591967894145	0.0941452356044881	0.17776482580677316	-0.336427748442957	0.2839740187002211	0.7480028669462176	0.7859753501511995	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K03098	0.02875299726702852	-0.04620111508503164	0.05620117126223024	0.14136068310884473	0.5116085060375218	-0.3268314362166584	0.6272023127666726	0.7548960368626885	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K03100	-0.11034546314078027	0.1763564215674632	0.16316441711642518	0.30712999846637096	-0.6762838680816283	0.5742077375967338	0.5240588821874472	0.5866930925214751	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K03101	-0.021359329190361633	0.03397860724679329	0.11320161879485614	0.19008457964798706	-0.18868395538644184	0.17875520102534057	0.8565608159492698	0.8640131361436696	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K03106	-0.040228324677268175	0.06416900002584379	0.08262662941277724	0.17092566335760795	-0.4868687608724765	0.3754205118490044	0.6436251152533955	0.7202616972237639	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K03110	-0.030643158766251885	0.0488327345682188	0.09715479158718061	0.17906900562694936	-0.3154055324050038	0.2727034441122156	0.7631357545930411	0.7942237221881449	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K03111	-0.1608390373039929	0.2571461402286036	0.06288130563636304	0.17897817886514916	-2.55781962025583	1.4367457634170586	0.04303486158741642	0.20081701921946635	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K03112	0.015175318476946587	-0.024476829020898944	0.07654478774341525	0.3274697617942659	0.19825410618180256	-0.07474531048847376	0.8493929554689921	0.9428471167291165	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K03113	-0.09609001503073986	0.15354770459139708	0.04529927536130188	0.16639124366285515	-2.121226316852462	0.9228112081577929	0.0781509019014169	0.391703873000048	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K03116	-0.04979641071905856	0.07947793769270825	0.10374440409386874	0.1903311375963763	-0.4799912935448777	0.4175771694343166	0.6482305555905341	0.690787035797278	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K03117	-0.07390361898443136	0.11804947091730578	0.0627429259399609	0.18591861932760329	-1.1778797032059072	0.6349523858570254	0.2834423844141139	0.5488915378685986	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K03118	-0.04515895585166669	0.07205800990488198	0.09658862960638817	0.18475142775167816	-0.46753904714970684	0.390026809436808	0.6566125297725388	0.7099862743868933	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K03119	-0.013003765455132254	0.02060970527042899	0.14860109617197867	0.33918748648974106	-0.08750787033281886	0.060761985896706554	0.9331153072485076	0.9535221557081242	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K03147	-0.03339509593819514	0.05323583404332709	0.07323329480843378	0.1664964623751884	-0.4560097429120348	0.31974153254598153	0.6644224010345293	0.7600047981302239	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K03148	0.6880870793220285	-1.1011356463730309	0.5769307789671501	0.835300332390764	1.192668348452263	-1.3182511770603556	0.27802145066661205	0.23550674853101503	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
K03149	0.008494894667663818	-0.013788150926046907	0.09136312063085147	0.1747436190135596	0.09297947146515553	-0.0789050324348438	0.9289468276051334	0.9396739339334192	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
