function	S1	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S2	S20	S21	S22	S23	S24	S25	S27	S28	S29	S3	S30	S31	S32	S33	S34	S35	S36	S37	S38	S39	S4	S40	S41	S42	S43	S44	S45	S46	S47	S48	S49	S5	S50	S51	S52	S6	S7	S8	S9
1.3.1.53-RXN	8.0	0.0	29.0	4.0	25.0	0.0	11.84	23.33	36.67	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	65.67	60.67	128.0	0.0	25.0	45.33	3.0	15.17	12.0	21.67	44.33	15.67	20.83	16.17	0.0	46.67	11.5	8.33	21.17	9.17	23.5	1378.0	75.67	0.0	35.0	346.0	30.0	113.5	33.67	0.0	0.0
1.3.1.54-RXN	5181.17	4196.25	1963.67	2458.0	2162.2	2782.75	2998.01	1861.17	1733.17	1628.6	1374.67	5838.5	2674.0	1564.63	3583.5	622.3399999999998	1567.1	2621.89	1190.58	3141.85	1276.2600000000002	6268.55	1126.83	2646.2	2517.0	857.9300000000002	2032.35	2224.59	1214.85	547.5699999999998	1512.0	1812.02	1591.5099999999998	1018.87	3344.3	1150.97	1220.8	1582.48	1319.17	1933.81	1493.95	6008.9	3179.17	4465.15	2084.33	3212.0	758.85	4622.92	8552.15	7033.16	1939.25
1.3.1.56-RXN	10.0	0.0	0.0	0.0	0.0	0.0	0.5	2.0	0.0	0.0	0.5	0.0	0.0	0.33	4.5	14.17	0.0	0.0	12.5	0.0	13.67	0.0	2.33	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.33	0.0	0.0	0.0	0.0	1.0	0.0
1.3.1.62-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.66	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.3.1.64-RXN	204.34	0.0	30.67	4.0	25.0	0.0	13.18	28.84	36.67	0.0	1.34	49.0	1.0	0.0	2.0	12.34	0.0	0.0	28.66	0.0	78.34	96.5	140.0	0.0	25.0	45.33	3.0	16.51	12.0	21.67	44.33	15.67	71.16	16.17	0.0	46.67	11.5	8.33	21.17	9.17	23.5	1401.0	98.17	185.5	73.0	351.0	44.0	147.17000000000004	242.0	43.99	0.0
1.3.1.9-RXN	25120.08	8136.33	4139.51	4886.25	3995.63	5037.91	6598.76	7073.92	4325.0	4439.43	2299.01	21379.09	4334.67	3240.120000000001	4737.0	6071.02	7128.6	4704.61	5556.129999999999	4786.6	6746.690000000001	18630.62	7171.1	5144.53	6759.33	9212.26	4082.65	4554.18	2268.1	4123.690000000001	4228.82	4752.27	10181.25	4271.41	8081.9	3594.9700000000007	3158.05	3822.23	3840.67	3176.99	5521.62	18842.49	13523.34	18113.21	15265.13	10189.45	4119.87	14055.84	24794.39	27406.48	4258.5
1.3.99.16-RXN	8409.69	3606.5	930.68	1125.25	3166.18	3184.2200000000007	732.92	1866.07	3009.76	2595.2	1599.18	17273.019999999997	7437.5	2767.2500000000005	6983.5	3389.53	3912.2	6522.5	3328.61	2742.7	2179.41	5982.17	2603.65	8678.9	7485.5	4064.69	4672.45	4754.440000000001	3617.45	3783.81	2085.69	1937.21	4890.509999999998	2829.9100000000008	2622.100000000001	1176.86	906.1	1696.29	2359.76	4614.93	1921.15	17084.03	9667.26	6625.91	19822.16	10059.77	2469.71	4374.92	6439.63	10539.89	1438.0
1.3.99.23-RXN	31.0	2.0	2.0	0.0	2.0	5.0	0.0	122.0	15.0	0.0	0.0	133.0	0.0	3.0	14.0	271.0	5.0	0.0	252.0	0.0	0.0	6.0	267.0	2.0	0.0	217.0	49.0	88.0	2.0	278.0	19.0	28.0	30.0	37.0	91.0	0.0	39.0	58.0	71.0	54.0	43.0	1923.0	1036.0	167.0	342.0	335.0	456.0	8.0	6.0	9.0	0.0
1.4.1.21-RXN	718.67	3318.0	48.0	447.0	165.2	102.0	2923.01	151.0	43.92	307.6	33.17	1471.25	547.0	220.13	98.5	222.84	831.6	676.0	748.8299999999998	974.6	589.3399999999998	616.2199999999998	583.58	522.2	580.5	151.93	298.23	318.0900000000001	215.1	588.5199999999999	1369.9299999999996	1505.27	184.43	515.49	232.9	324.22	84.3	388.73	143.92000000000004	449.17	1316.7	1915.65	387.42	497.25	144.32999999999996	553.75	151.1	2600.25	6211.07	4695.08	99.0
1.4.3.19-RXN	5525.17	1133.0	406.0	442.0	1235.7	1286.25	254.01	469.0	892.17	786.1	1354.17	6105.5	3048.5	1056.13	3530.75	778.17	2391.6	2383.75	2315.33	2304.85	899.5899999999998	8792.22	876.08	3823.7	2514.5	894.6800000000002	2017.85	2716.09	1364.35	433.27	573.9300000000002	756.02	5314.68	1230.87	1060.4	671.9699999999998	331.8	641.98	675.17	1602.42	682.45	5299.4	3459.17	6430.0	4146.83	3517.0	890.85	3274.25	4392.82	6507.33	635.75
1.4.3.20-RXN	183.0	34.0	22.0	0.0	0.0	0.0	0.0	69.0	21.0	9.0	0.0	3.0	0.0	0.0	0.0	200.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	94.0	26.0	48.0	35.0	484.0	74.0	132.0	1.0	74.0	19.0	7.0	31.0	0.0	46.0	11.0	28.0	19.0	12.0	0.0	0.0	46.0	0.0	0.0	0.0	178.0	0.0
1.4.99.5-RXN	2659.5	549.0	747.0	585.0	458.9	759.75	561.0	1203.0	270.75	1249.7	1920.0	1506.75	1399.5	1916.6	339.75	1432.5	1527.2	2827.25	1851.0	727.95	2112.75	4110.6	1916.25	653.9	3406.0	766.95	1370.2	2034.0	829.7	272.3	470.2	757.95	1093.95	969.9	840.1	1165.85	387.1	607.55	1005.25	888.95	514.9	5671.05	5330.25	2070.0	4819.5	6632.25	1385.95	1821.0	2237.05	3414.75	713.25
1.5.1.20-RXN	21213.75	4762.16	2222.09	2632.0	2770.55	3156.58	3443.6800000000007	4260.82	2616.0	2415.51	1444.67	16542.68	4133.09	2060.63	3833.5	3242.17	5595.6	3189.55	3826.65	3501.85	3593.3	20156.38	3742.53	6011.61	5000.41	7308.09	3214.9	3942.76	2058.43	2424.8100000000004	2480.83	2832.19	10419.33	3569.08	5128.75	2229.14	2058.8	2340.31	2570.34	2657.52	3396.12	16727.9	11487.68	17274.83	11237.34	11766.68	3215.18	12558.51	17348.309999999998	23090.49	2461.75
1.5.1.28-RXN	3773.0	923.0	63.0	90.0	743.0	495.0	46.0	52.0	603.0	403.0	0.0	5179.0	1783.0	214.0	21.0	166.33	1693.0	1186.0	269.0	107.0	133.0	6060.0	36.0	3516.0	1252.0	338.0	599.0	105.0	355.0	74.0	43.0	108.0	3311.0	632.0	163.0	64.0	108.0	37.0	251.0	154.0	64.0	1277.0	370.0	3425.0	171.0	149.0	115.0	2246.0	2026.0	5090.0	368.0
1.5.1.34-RXN	2718.5	3462.0	1698.0	2044.0	1332.5	1693.5	2881.5	2115.5	1455.0	1429.5	91.0	749.0	970.5	987.83	208.5	1548.67	2977.5	959.0	2360.640000000001	1027.0	1889.17	2545.0	1745.94	2032.5	2165.0	1595.0	807.88	794.5	279.75	917.45	1198.5	1654.5	2650.5	1567.12	2866.1	1137.0	1222.0	1287.5	978.5	618.9	1386.25	2963.5	2465.0	752.5	672.83	2305.5	473.5	1994.0	6080.0	3557.0	1577.5
1.5.1.7-RXN	282.5	3.25	3.67	2.0	0.0	2.0	0.5	21.17	0.0	5.0	19.5	52.0	7.0	0.33	5.25	88.67	0.0	0.0	129.25	0.0	16.840000000000003	36.83	29.58	0.0	0.5	34.08	0.67	6.0	0.67	0.67	1.0	0.0	50.33	3.67	0.0	0.0	2.0	2.0	0.0	10.0	5.67	2.0	19.5	1390.65	6.33	3.0	0.0	40.67	208.33	50.83	2.0
1.5.5.1-RXN	10403.59	1234.83	604.42	639.0	1534.75	1805.79	360.47	1087.04	1169.0	921.68	1355.84	11270.63	3647.42	1109.79	6450.5	1199.68	2491.1	2462.08	2710.84	3323.85	1360.47	12439.88	1145.16	3879.53	2663.58	2216.93	2602.23	4356.76	1922.68	1083.77	838.4300000000002	1106.02	6628.34	1554.9900000000002	1830.65	810.4699999999998	566.55	867.48	963.67	2484.04	1283.45	8278.73	5123.84	10482.16	6092.83	5758.51	1401.35	6115.67	7400.98	9912.49	917.0
1.5.8.1-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	93.0	0.0	0.0	83.0	481.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0
1.5.8.2-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	93.0	0.0	0.0	83.0	481.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0
1.6.4.4-RXN	13260.18	9820.33	4242.67	5204.0	5381.03	6387.91	6737.76	6273.57	4945.67	4584.63	2249.17	11813.75	8027.17	3857.73	7381.5	4363.5	7994.8	7659.61	9727.33	5879.8	4873.17	14119.39	5769.969999999998	10682.93	8740.83	8719.46	5709.940000000001	6885.01	3693.13	5093.690000000001	4620.3499999999985	5553.14	11848.62	5964.049999999998	8394.1	3897.24	3357.15	4242.36	4295.34	4877.76	6087.35	21885.51	13544.01	9741.16	13960.18	12465.03	3580.31	10640.66	19723.2	20032.660000000003	4673.5
1.7.2.2-RXN	49.75	65.25	1.75	22.0	16.75	99.25	110.75	59.25	0.5	34.25	0.0	63.25	32.25	5.0	9.0	3.5	72.5	31.5	64.0	37.5	112.75	14.0	255.75	27.25	68.25	28.5	103.5	30.5	10.5	230.75	158.0	14.5	22.0	688.25	50.25	816.5	10.0	75.5	19.5	174.5	895.25	10.0	69.5	56.0	3.5	59.0	5.0	485.75	2.0	1844.5	48.5
1.7.2.3-RXN	85.75	65.25	1.75	72.0	16.75	99.25	110.75	59.25	0.5	34.25	0.0	63.25	34.25	5.0	15.0	6.5	110.5	31.64	129.0	75.5	133.75	14.0	267.75	57.25	68.25	28.5	103.5	60.5	21.5	230.75	364.57	14.5	22.0	2068.25	50.25	2034.5	10.0	121.5	26.5	377.79	990.25	10.0	117.5	57.0	5.5	77.0	5.0	561.75	286.0	3033.5	48.5
1.7.7.2-RXN	139.0	2.0	4.0	0.0	0.0	7.0	0.0	124.0	15.0	0.0	0.0	141.0	0.0	0.0	14.0	45.0	0.0	0.0	227.0	0.0	0.0	8.0	267.0	0.0	0.0	266.0	49.0	72.0	2.0	279.0	19.0	27.0	74.0	37.0	88.0	3.0	38.0	4.0	57.0	53.0	44.0	250.0	399.0	7.0	826.0	314.0	231.0	4.0	14.0	0.0	0.0
1.8.1.15-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.8.1.4-RXN	32232.17	10257.66	4763.59	5454.0	5974.08	6799.2	7107.23	9092.12	5879.0	6162.21	2989.35	28343.72	9115.59	4648.719999999998	7881.0	7933.02	10823.3	8193.189999999999	7756.83	6452.55	7699.89	28135.14	8280.52	12542.76	11483.41	13493.79	6802.1	7714.44	4293.13	4852.81	4937.3499999999985	5806.39	18610.53	6319.48	10282.45	3539.24	3925.4	5256.11	5369.84	5167.030000000002	6446.02	28969.120000000006	19973.68	25804.56	22517.97	18037.96	5365.32	18625.67	29838.61	36925.31000000001	5533.0
1.8.4.12-RXN	21553.660000000003	5776.66	2381.09	2747.0	3581.92	3780.96	3859.65	5922.54	3814.25	3504.51	1625.01	19504.38	6297.09	2433.63	4522.0	5314.51	8411.6	4468.05	5370.31	3756.35	5152.3	19100.96	6184.530000000002	9719.36	7083.91	9544.92	4403.82	4066.85	2455.85	3350.780000000001	2830.08	3223.19	13727.33	4564.75	6216.65	2500.390000000001	2358.8	2666.31	3365.59	3086.5	4555.54	21158.41	12867.43	16685.53	14304.31	11732.87	3929.45	12315.59	16783.809999999998	23677.4	2992.0
1.8.4.8-RXN	10216.59	4461.5	2160.42	2530.0	2457.58	2919.62	3268.13	3355.04	2355.92	2310.85	1441.67	10230.71	3428.25	1843.63	3789.5	2772.17	4126.6	3050.39	3597.15	3334.35	2864.3	9236.63	3265.69	4340.7	4073.25	3768.43	2697.48	3120.84	1545.35	1998.77	2031.25	2564.02	6170.51	2646.74	4162.65	1716.72	1587.8	1967.98	1862.42	2240.33	2106.7	9423.31	6467.92	7148.73	7811.0	5113.09	1906.02	5778.75	11637.15	11265.41	2248.0
1.8.5.2-RXN	2346.0	23.0	40.0	2.0	76.0	29.0	46.0	522.0	530.0	507.0	67.0	48.0	108.0	53.0	153.0	1570.0	937.0	59.0	284.0	49.0	1182.0	25.0	1376.0	88.0	830.0	951.0	513.0	151.0	73.0	120.0	71.0	37.0	106.0	70.0	941.0	34.0	176.0	230.0	350.0	48.0	69.0	1854.0	1593.0	425.0	414.0	631.0	648.0	70.0	19.0	215.0	77.0
13-PROPANEDIOL-DEHYDROGENASE-RXN	337.5	3248.0	1602.0	2029.0	1092.5	1582.5	2767.0	1414.5	884.0	843.5	23.5	566.0	245.5	720.5	57.0	57.5	653.5	570.0	318.0	899.0	483.5	106.0	312.5	384.5	511.5	343.5	194.5	141.5	64.0	292.0	1019.0	1301.5	133.5	877.0	2404.5	1247.5	1026.0	1112.5	733.5	539.0	961.0	1220.5	623.0	15.5	37.5	119.5	50.5	1645.0	5730.0	1216.0	1400.5
1PFRUCTPHOSN-RXN	5248.98	7540.83	1933.42	2931.0	2316.62	2905.67	5956.42	2036.75	1816.33	1919.18	1357.5	4840.42	2961.42	1575.3	3663.0	677.0	2135.6	3221.7200000000007	1381.89	4034.35	1833.0	4453.88	1663.28	3104.78	2808.08	1480.4299999999996	2378.28	2660.25	1210.35	1422.02	2807.17	3190.85	1974.01	1826.86	3698.15	1735.3	1368.3	1804.65	1479.5	2143.04	3067.37	7132.17	4273.67	4345.75	2877.9700000000007	4600.27	1102.78	6939.84	14462.81	9114.33	2003.75
1TRANSKETO-RXN	24473.18	21417.83	12270.42	14977.0	10199.25	14506.29	18102.99	14484.56	8797.5	8277.18	3001.86	19267.46	7895.42	6937.62	13555.0	5663.3600000000015	12085.6	6445.5	8452.310000000001	12990.85	7857.93	22673.21	8972.93	9637.03	9529.58	13219.42	6889.52	8857.28	3803.6900000000014	6354.68	9048.14	10484.02	13551.84	6617.72	21616.35	4621.47	8580.55	9285.98	7868.67	7792.71	11893.46	24866.49	16267.34	15233.409999999998	15889.63	11861.95	4415.62	20641.5	44649.98	38700.97	11516.5
2-CHLOROBENZOATE-12-DIOXYGENASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	21.0	0.0	38.0	5.0	14.0	0.0	0.0	0.0	0.0
2-DEHYDROPANTOATE-REDUCT-RXN	12597.179999999997	8885.58	4434.42	5243.25	4817.72	6054.67	6747.96	5374.77	4000.92	4378.48	3480.86	12153.83	6916.92	4318.19	7520.25	3585.2000000000007	6000.9	6787.719999999998	5697.92	6590.15	4436.85	15369.53	4689.379999999999	7391.88	7470.58	4314.81	5130.16	5789.700000000002	3080.98	2474.890000000001	3883.88	4196.49	6453.469999999998	3588.38	8193.55	3253.79	2978.45	3972.51	3467.59	5025.18	5033.55	19788.94	9763.76	9161.2	8007.8	9642.7	3054.42	11399.75	17842.350000000002	17415.72	4680.25
2-FUROATE--COA-LIGASE-RXN	23.67	0.0	0.0	0.0	0.0	0.0	1.17	4.67	0.0	0.0	17.17	2.0	6.0	0.33	5.5	77.84	0.0	0.0	128.82999999999998	0.0	20.67	0.0	11.33	0.0	0.5	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	4.33	0.0
2-HALOACID-DEHALOGENASE-RXN	10774.86	268.25	440.51	357.75	779.53	929.87	325.06	1129.32	500.25	886.7	2646.69	10342.96	1463.0	1086.58	3921.0	2316.71	1071.2	1147.75	1915.56	3920.45	1234.78	10627.92	1207.48	415.15	1707.0	1305.2	1984.2	2238.69	1257.7	841.8	853.95	521.45	2100.44	675.4	2043.1	722.35	340.1	993.05	703.25	2385.57	671.9	3942.71	2982.25	8082.65	3486.65	2122.09	1444.62	4731.34	5564.54	11012.55	562.0
2-ISOPROPYLMALATESYN-RXN	19085.58	7964.08	4088.17	4869.0	3825.63	4878.91	6533.440000000001	5931.74	3238.59	3602.43	2114.01	17771.34	4194.67	3052.46	3985.25	3348.51	4484.6	4561.469999999998	5262.38	4695.6	3916.43	18103.55	4566.299999999998	5019.53	5270.33	5622.17	3569.28	4155.27	2063.1	3063.280000000001	3710.41	4470.6100000000015	9208.25	3747.37	7175.4	2761.56	2890.05	3482.89	3163.76	2887.54	4547.12	16742.739999999998	10427.93	15728.96	12953.47	9178.2	2780.37	13509.25	23528.07	26299.07	4007.5
2-METHYLCITRATE-DEHYDRATASE-RXN	6074.75	980.58	398.75	513.25	1037.12	1187.17	444.59	1596.75	1167.08	1345.6799999999996	789.17	4325.67	2544.92	881.13	3624.75	1697.34	1106.1	2151.08	1535.83	1418.85	1593.0	5119.8	1597.0	2428.28	2606.58	2088.85	1479.6	2282.67	1039.6799999999996	281.15	580.85	380.35	1724.1799999999996	1737.2	1198.55	1100.55	349.05	659.15	935.25	1478.85	828.45	6245.32	3548.92	3788.0	2869.0	4591.42	913.68	3723.42	3052.98	7526.58	757.75
2-METHYLCITRATE-SYNTHASE-RXN	7711.75	1214.58	565.75	534.0	1400.75	1338.79	416.30000000000007	1776.1999999999996	1275.0	1348.6799999999996	1406.67	7792.3	3185.42	1087.46	3714.25	2296.84	2528.1	2480.08	3265.76	2449.85	1856.63	7746.22	1783.3300000000004	3984.53	3186.08	3016.68	2253.85	3027.59	1574.93	1005.02	952.93	961.02	6103.01	2562.37	1655.65	1453.97	563.55	939.48	1117.17	1954.54	1090.2	8268.57	4648.34	5733.5	5400.33	5487.17	1265.1799999999996	4158.67	5513.65	8216.33	921.0
2-NITROPROPANE-DIOXYGENASE-RXN	19059.1	5682.83	2949.43	3203.25	3902.08	4408.41	3770.04	4483.33	3532.68	3707.78	3473.18	19931.34	6348.42	3185.42	7464.5	4430.01	5563.2	6108.58	6039.0	5928.95	5112.410000000002	16355.18	5181.3499999999985	6838.48	6941.58	5292.8499999999985	5165.83	6478.280000000002	3241.78	2560.85	2870.1	3510.3	11806.249999999998	3211.37	5822.95	2015.45	2153.35	3050.2000000000007	3071.85	3926.94	2891.15	20052.29	11774.52	18120.83	14432.33	11206.85	3233.12	10704.51	19613.55	17752.14	3326.25
2-OCTAPRENYL-6-OHPHENOL-METHY-RXN	11583.59	4556.08	2184.92	2590.0	2567.25	3008.29	3349.640000000001	3066.7	2044.67	1892.18	1486.67	12470.46	3415.92	1874.63	4161.25	1472.0000000000002	3290.6	3054.72	3128.8299999999995	3458.35	2243.09	12739.38	2015.11	4349.03	3299.58	3277.01	2683.23	3338.26	1900.93	1923.94	2236.08	2628.69	6766.67	2783.91	4521.15	2065.64	1737.8	2219.31	1954.34	2462.5	3209.95	10842.89	6183.51	10597.58	6431.84	6254.85	1518.0199999999998	8813.5	13522.15	14738.66	2404.0
2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN	14197.09	4549.83	2171.42	2584.0	2525.25	3041.29	3391.4700000000007	3864.54	2474.0	2391.18	1445.34	12486.63	3489.42	1848.63	3816.5	2966.84	4194.6	3085.22	3704.98	3411.85	3214.63	12434.88	3595.86	4407.03	4218.08	5692.43	2943.73	3387.26	1747.18	2272.7700000000004	2378.5	2653.52	6965.84	2824.49	4733.15	1999.47	1774.55	2183.98	2305.17	2436.83	3153.95	12399.23	8137.84	11290.48	9096.67	7362.01	2359.85	8650.67	13566.98	16395.489999999998	2346.5
2-OXOBUTYRATE-SYNTHASE-RXN	448.0	3313.5	1605.5	2104.0	1116.0	1683.0	2969.5	1483.0	885.0	901.0	23.5	910.5	289.0	731.5	72.0	64.5	826.5	611.14	421.14	983.0	706.0	128.0	746.11	456.0	595.0	400.0	318.88	142.5	63.75	897.75	1416.07	1423.5	170.5	1158.62	2459.0	1136.0	1036.0	1150.5	750.5	518.79	2079.75	1234.5	756.0	193.43	79.5	195.5	90.5	2478.5	6018.0	4313.0	1471.5
2-OXOGLUTARATE-SYNTHASE-RXN	217.0	2.5	3.34	0.0	0.0	0.0	0.0	7.34	0.0	4.0	0.0	36.0	0.0	0.0	1.5	25.0	0.0	0.0	33.5	0.0	24.34	14.66	48.5	0.0	0.0	65.5	0.0	0.0	0.0	0.0	0.0	0.0	36.66	6.0	0.0	0.0	4.0	4.0	0.0	0.0	6.0	50.0	42.0	446.0	88.0	10.0	28.0	15.34	72.66	61.66	4.0
2-OXOPENT-4-ENOATE-HYDRATASE-RXN	1740.67	5556.25	1774.84	2437.75	3059.5	3392.5	2931.84	1878.17	2821.67	1984.5	57.5	8070.83	4325.0	777.82	2956.75	407.51	1625.5	3788.5	1044.25	2086.5	911.69	1545.66	857.32	6297.5	2893.0	1246.58	2102.88	1575.67	1089.25	665.42	1414.83	1523.17	2295.99	1328.29	3116.5	905.17	1114.5	1376.83	1373.17	1535.17	2159.25	7465.16	1768.17	1472.83	941.99	1097.84	189.67	3271.17	7151.83	3888.16	2158.0
2.1.1.103-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.1.1.113-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.1.1.130-RXN	6252.17	4236.25	1995.67	2460.0	2162.2	2784.75	2998.01	1946.17	1754.17	1648.6	1374.67	6898.5	2674.0	1564.63	3583.5	837.3399999999998	1576.1	2621.89	1249.0100000000002	3141.85	1286.5500000000004	6508.55	1145.83	2646.2	2518.0	1008.93	2071.35	2285.59	1255.85	1034.57	1589.0	1945.02	3076.51	1098.87	3372.3	1196.97	1257.8	1584.48	1368.17	1972.81	1533.95	6350.9	3994.17	5683.48	4202.33	3558.0	908.85	4948.92	10181.15	7592.16	1944.25
2.1.1.131-RXN	6252.17	4236.25	1995.67	2460.0	2162.2	2784.75	2998.01	1946.17	1754.17	1648.6	1374.67	6898.5	2674.0	1564.63	3583.5	837.3399999999998	1576.1	2621.89	1249.0100000000002	3141.85	1286.5500000000004	6508.55	1145.83	2646.2	2518.0	1008.93	2071.35	2285.59	1255.85	1034.57	1589.0	1945.02	3076.51	1098.87	3372.3	1196.97	1257.8	1584.48	1368.17	1972.81	1533.95	6350.9	3994.17	5682.08	4202.33	3558.0	908.85	4948.92	10181.15	7592.16	1944.25
2.1.1.132-RXN	4881.67	948.25	361.67	429.0	1050.7	1200.25	231.01	446.67	849.17	787.1	1351.17	5528.5	2428.5	844.13	3526.5	576.8399999999998	913.6	2051.75	884.58	2149.85	792.7599999999999	6165.55	814.33	2261.7	2005.5	546.4300000000002	1837.85	2098.09	1022.35	255.57	473.93	345.5200000000001	1465.0099999999998	541.87	939.8	511.97	196.8	416.98	588.67	1490.02	575.45	4814.4	2591.17	4551.98	2125.83	3121.5	757.35	3010.92	2822.15	5845.16	540.75
2.1.1.133-RXN	5468.17	4242.25	2005.67	2460.0	2143.2	2784.75	2998.01	1949.17	1754.17	1654.6	1374.67	6097.5	2674.0	1564.63	3583.5	840.3399999999998	1578.1	2621.89	1249.0100000000002	3048.85	1295.5500000000004	6279.55	1164.83	2646.2	2519.0	1033.93	2084.35	2296.59	1127.85	1037.57	1555.0	1781.02	1599.5099999999998	1101.87	3381.3	1235.97	1261.8	1506.48	1370.17	2000.81	1545.95	6117.9	3238.17	4567.48	2162.33	3290.0	807.85	4655.92	8552.15	7283.16	1947.25
2.1.1.151-RXN	6252.17	4236.25	1995.67	2460.0	2162.2	2784.75	2998.01	1946.17	1754.17	1648.6	1374.67	6898.5	2674.0	1564.63	3583.5	837.3399999999998	1576.1	2621.89	1249.0100000000002	3141.85	1286.5500000000004	6508.55	1145.83	2646.2	2518.0	1008.93	2071.35	2285.59	1255.85	1034.57	1589.0	1945.02	3076.51	1098.87	3372.3	1196.97	1257.8	1584.48	1368.17	1972.81	1533.95	6350.9	3994.17	5655.48	4202.33	3558.0	908.85	4948.92	10181.15	7592.16	1944.25
2.1.1.17-RXN	7355.0	0.0	0.0	0.0	0.0	0.0	11.84	5.33	5.67	0.0	0.0	6744.0	6.0	0.0	0.0	9.0	0.0	0.0	2.0	0.0	21.67	8066.67	8.0	0.0	0.0	19.33	8.0	17.17	12.0	41.67	28.33	8.67	805.83	16.17	0.0	50.67	8.5	9.33	21.17	0.17	23.5	304.0	1011.67	6483.0	1220.0	877.0	262.0	3831.5	3699.67	8984.0	0.0
2.1.1.34-RXN	2789.25	3270.25	1641.75	2084.0	1175.25	1613.75	2901.75	2573.75	1421.5	1369.75	90.5	755.25	361.75	778.5	220.0	1643.0	1673.0	638.64	868.14	1008.5	1773.25	127.0	1823.36	516.75	1300.75	2691.5	592.38	343.0	177.75	1038.0	1538.57	1644.0	247.5	1220.87	3030.75	986.0	1184.0	1374.0	1180.0	556.79	1388.0	3739.5	2127.5	225.25	382.0	905.5	612.5	1988.75	6029.0	2631.5	1500.0
2.1.1.44-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
